split_dir,split_name,method,fold_idx,fold_token,val_mae,val_mre,val_r2,test_mae,test_mre,test_r2,val_loss,test_loss,file
category,Antimonides,alignn_prop,,Antimonides,0.5424382090568542,0.5026276707649231,-0.8387914896011353,0.5424382090568542,0.5026276707649231,-0.8387914896011353,0.4395541846752167,0.4395541846752167,output/category/alignn_prop_8690176.txt
category,Antimonides,alignn_z,,Antimonides,0.39342817664146423,0.3525528907775879,0.23316478729248047,0.39342817664146423,0.3525528907775879,0.23316478729248047,0.18330822885036469,0.18330822885036469,output/category/alignn_z_8690174.txt
category,Antimonides,cartnet,,Antimonides,0.7680661082267761,0.7159790396690369,-2.259273052215576,0.7680660486221313,0.7159790396690369,-2.259272813796997,0.7791134119033813,0.7791133522987366,output/category/cartnet_8482058.txt
category,Antimonides,cartnet_prop,,Antimonides,0.3018452227115631,0.26734182238578796,0.20557355880737305,0.3018452227115631,0.26734182238578796,0.2055736780166626,0.18990378081798553,0.18990375101566315,output/category/cartnet_prop_9009019.txt
category,Antimonides,cgcnn,,Antimonides,0.9391998648643494,0.9883992671966553,-8.422381401062012,0.9391998648643494,0.9883992671966553,-8.422381401062012,2.2523744106292725,2.2523744106292725,output/category/cgcnn_8482055.txt
category,Antimonides,chgnet_prop,,Antimonides,0.4617179334163666,0.39528900384902954,-0.8140778541564941,0.4617178738117218,0.39528897404670715,-0.8140778541564941,0.4336465001106262,0.4336465001106262,output/category/chgnet_prop_8716338.txt
category,Antimonides,chgnet_z,,Antimonides,1.331771969795227,1.3432087898254395,-7.852083206176758,1.331771969795227,1.343208909034729,-7.852083206176758,2.1160476207733154,2.1160476207733154,output/category/chgnet_z_8716341.txt
category,Antimonides,leftnet_prop,,Antimonides,0.8716514706611633,0.732919454574585,-3.290764808654785,0.8716514110565186,0.7329193949699402,-3.290764808654785,1.025686502456665,1.025686502456665,output/category/leftnet_prop_8482051.txt
category,Antimonides,leftnet_z,,Antimonides,1.3269087076187134,1.3373558521270752,-7.026538848876953,1.3269087076187134,1.3373558521270752,-7.0265398025512695,1.9187052249908447,1.9187054634094238,output/category/leftnet_z_8471709.txt
category,Antimonides,linear_regression,1,Antimonides,0.8548483966562931,0.80501525899297,-2.8671132856345096,0.8548483966562931,0.80501525899297,-2.8671132856345096,0.9244146041848924,0.9244146041848924,output/category/traditional_ml_8607845.txt
category,Antimonides,random_forest,1,Antimonides,0.7820846540997746,0.792338840243525,-1.9978304116558974,0.7820846540997746,0.792338840243525,-1.9978304116558974,0.7166167651976658,0.7166167651976658,output/category/traditional_ml_8607845.txt
category,Antimonides,svm,1,Antimonides,0.6663376401367446,0.632119514881007,-2.0786406854075006,0.6663376401367446,0.632119514881007,-2.0786406854075006,0.7359340677193333,0.7359340677193333,output/category/traditional_ml_8607845.txt
category,Arsenides,alignn_prop,,Arsenides,0.3784097135066986,0.32275545597076416,0.029287517070770264,0.3784097135066986,0.32275545597076416,0.029287517070770264,0.19358700513839722,0.19358700513839722,output/category/alignn_prop_8690176.txt
category,Arsenides,alignn_z,,Arsenides,0.558272123336792,0.48772913217544556,-2.8846640586853027,0.558272123336792,0.48772913217544556,-2.8846640586853027,0.7747098207473755,0.7747098207473755,output/category/alignn_z_8690174.txt
category,Arsenides,cartnet,,Arsenides,0.5171499252319336,0.400672048330307,-1.6166751384735107,0.5171499252319336,0.4006720185279846,-1.6166751384735107,0.5218376517295837,0.5218376517295837,output/category/cartnet_8482058.txt
category,Arsenides,cartnet_prop,,Arsenides,0.539653480052948,0.41446369886398315,-1.4828739166259766,0.5396535396575928,0.41446369886398315,-1.4828739166259766,0.4951539635658264,0.4951539635658264,output/category/cartnet_prop_9009019.txt
